 Seconds,Date_Time,CO2ppm,WVppt,RefBP,TC1,TC2,Volts_6,FRB_mlmin,FRC_mlmin,Chamber,TempC,RH_pct,Light_Lux,BP_kPa,Act_1,Act_2,Act_3,Act_4,Act_5,Act_6,Act_7,Act_8,Act_9,Act_10,Act_11,Act_12,Act_13,Act_14,Act_15,Act_16,c_FRC_mlmin,c_CO2ppm,CO2_mlmin,FlyChamber1,FlyChamber2,FlyChamber3,FlyChamber4,FlyChamber5,FlyChamber6,FlyChamber7,FlyChamber8,FlyChamber9,FlyChamber10,FlyChamber11,FlyChamber12,FlyChamber13,FlyChamber14,FlyChamber15,FlyChamber16,CO2_mlminFly1,CO2_mlminFly2,CO2_mlminFly3,CO2_mlminFly4,CO2_mlminFly5,CO2_mlminFly6,CO2_mlminFly7,CO2_mlminFly8,CO2_mlminFly9,CO2_mlminFly10,CO2_mlminFly11,CO2_mlminFly12,CO2_mlminFly13,CO2_mlminFly14,CO2_mlminFly15,CO2_mlminFly16
1535,62582.5,1.329,24.9213,102.5334,25.3322,28.9917,2.503,20.01,17.54,13,25.57,10.78,7.68,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54213,1.14E-06,1.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99E-05,0,0,0
1536,62582.5,1.3123,24.9215,102.5358,25.3264,28.9916,2.5025,20.05,17.55,13,25.57,10.78,7.85,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52246,1.18E-06,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06E-05,0,0,0
1537,62582.5,1.3097,24.9225,102.5367,25.3267,28.9906,2.5028,20.01,17.45,13,25.57,10.78,7.83,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52092,1.18E-06,2.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-05,0,0,0
1538,62582.5,1.3012,24.9277,102.5335,25.3223,28.9928,2.5029,20.02,17.51,13,25.57,10.78,7.66,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51441,1.16E-06,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-05,0,0,0
1539,62582.5,1.2988,24.9288,102.534,25.3182,28.999,2.5029,19.95,17.5,13,25.57,10.78,7.64,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49546,1.16E-06,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-05,0,0,0
1540,62582.5,1.2923,24.9259,102.5337,25.3214,29.002,2.5014,20.04,17.58,13,25.57,10.78,8.05,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49225,1.18E-06,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06E-05,0,0,0
1541,62582.5,1.2783,24.9244,102.5276,25.3238,29.0096,2.5035,19.92,17.45,13,25.57,10.78,7.62,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49145,1.18E-06,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06E-05,0,0,0
1542,62582.5,1.2639,24.9216,102.5314,25.3272,29.0003,2.5019,20,17.49,13,25.57,10.78,8.39,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48277,1.17E-06,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04E-05,0,0,0
1543,62582.5,1.271,24.9273,102.5319,25.327,29.0009,2.5025,20.02,17.51,13,25.57,10.78,7.64,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48939,1.16E-06,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-05,0,0,0
1544,62582.5,1.257,24.9287,102.5341,25.3227,29.0032,2.503,19.98,17.45,13,25.57,10.78,8.21,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51653,1.15E-06,2.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-05,0,0,0
1545,62582.5,1.2353,24.9289,102.5291,25.3165,29.0035,2.5029,20,17.47,13,25.57,10.78,7.68,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52236,1.15E-06,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-05,0,0,0
1546,62582.5,1.2265,24.926,102.5318,25.3184,29.0128,2.5032,20,17.54,13,25.57,10.78,7.68,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52757,1.15E-06,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-05,0,0,0
1547,62582.5,1.2295,24.9243,102.5332,25.3231,29.0087,2.5007,19.98,17.55,13,25.57,10.78,7.82,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53374,1.15E-06,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-05,0,0,0
1548,62582.5,1.2303,24.9172,102.535,25.3195,29.0117,2.5023,19.96,17.54,13,25.57,10.78,8.22,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53578,1.16E-06,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-05,0,0,0
1549,62582.5,1.2147,24.9185,102.5299,25.3238,29.01,2.503,20.07,17.65,13,25.57,10.78,7.68,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52966,1.18E-06,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06E-05,0,0,0
1550,62582.5,1.2065,24.919,102.5254,25.3166,29.0092,2.5032,20.09,17.6,13,25.57,10.78,7.62,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53072,1.17E-06,2.05E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05E-05,0,0,0
1551,62582.5,1.2042,24.9194,102.5255,25.3207,29.008,2.5034,19.93,17.42,13,25.57,10.78,7.64,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52789,1.16E-06,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04E-05,0,0,0
1552,62582.5,1.1959,24.9219,102.5241,25.3226,29.0088,2.5037,19.94,17.47,13,25.57,10.78,7.64,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52183,1.16E-06,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03E-05,0,0,0
1553,62582.5,1.1957,24.9256,102.5257,25.3232,29.011,2.5038,19.98,17.49,13,25.57,10.78,8.39,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.50208,1.15E-06,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-05,0,0,0
1554,62582.5,1.1941,24.9235,102.5275,25.3224,29.0064,2.5037,19.95,17.43,13,25.57,10.78,7.64,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.50123,1.13E-06,1.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97E-05,0,0,0
1555,62582.5,1.1851,24.9264,102.5318,25.3163,29.0031,2.5031,20.07,17.56,13,25.57,10.78,8.43,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49036,1.13E-06,1.97E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97E-05,0,0,0
1556,62582.5,1.1934,24.9236,102.5273,25.3213,29.0051,2.5026,20.03,17.54,13,25.57,10.78,7.62,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48221,1.14E-06,1.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99E-05,0,0,0
1557,62582.5,1.1922,24.9248,102.5276,25.3209,29.0148,2.5026,19.93,17.48,13,25.57,10.78,7.86,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48877,1.14E-06,1.99E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99E-05,0,0,0
1558,62582.5,1.1899,24.9245,102.532,25.3196,29.0028,2.5025,19.99,17.52,13,25.57,10.78,7.76,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.50109,1.15E-06,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-05,0,0,0
1559,62582.5,1.1798,24.9229,102.5309,25.3237,29.0124,2.5016,19.91,17.45,13,25.57,10.78,8.42,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.49742,1.15E-06,2.01E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01E-05,0,0,0
1560,62582.5,1.1729,24.9213,102.5268,25.3202,29.0126,2.5027,20.06,17.56,13,25.57,10.78,7.68,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.50917,1.15E-06,2.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-05,0,0,0
1561,62582.5,1.1748,24.92,102.5275,25.318,29.0201,2.503,19.92,17.42,13,25.57,10.78,7.64,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51061,1.18E-06,2.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-05,0,0,0
1562,62582.5,1.1663,24.923,102.5229,25.3162,29.0203,2.5035,20.01,17.52,13,25.57,10.78,7.83,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.50735,1.20E-06,2.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11E-05,0,0,0
1563,62582.5,1.1697,24.9201,102.5273,25.3149,29.0137,2.5032,20,17.51,13,25.57,10.78,8.22,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.51869,1.22E-06,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14E-05,0,0,0
1564,62582.5,1.1634,24.9215,102.5336,25.3145,29.0211,2.5032,19.98,17.55,13,25.57,10.78,8.06,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52836,1.23E-06,2.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E-05,0,0,0
1565,62582.5,1.1659,24.9213,102.5289,25.3197,29.0229,2.5034,20.02,17.56,13,25.57,10.78,7.62,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52125,1.22E-06,2.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.14E-05,0,0,0
1566,62582.5,1.1629,24.9054,102.5314,25.3194,29.0277,2.5035,20.07,17.59,13,25.57,10.78,8.12,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53415,1.21E-06,2.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12E-05,0,0,0
1567,62582.5,1.1638,24.7836,102.5295,25.3139,29.0284,2.5036,19.96,17.46,13,25.57,10.78,7.64,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54218,1.18E-06,2.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-05,0,0,0
1568,62582.5,1.1626,24.5587,102.5325,25.3159,29.0262,2.5038,20.06,17.56,13,25.57,10.78,7.25,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.55243,1.18E-06,2.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-05,0,0,0
1569,62582.5,1.1641,24.2738,102.5362,25.3168,29.0248,2.5058,20.01,17.53,13,25.57,10.78,7.64,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.53493,1.20E-06,2.10E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10E-05,0,0,0
1570,62582.5,1.1546,24.0169,102.539,25.3198,29.0323,2.5043,20,17.5,13,25.57,10.78,8.43,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52298,1.21E-06,2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13E-05,0,0,0
1571,62582.5,1.146,23.7321,102.5405,25.3183,29.0306,2.5025,19.99,17.51,13,25.57,10.78,7.62,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4744,1.19E-06,2.09E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09E-05,0,0,0
1572,62582.5,1.1405,23.4862,102.5371,25.3169,29.0376,2.5027,20.08,17.65,13,25.57,10.78,8.22,102.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.46014,1.16E-06,2.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02E-05,0,0,0
1573,62582.5,1.1472,23.239,102.5346,25.3187,29.0301,2.5029,20,17.52,13,25.57,10.78,7.68,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.48318,1.15E-06,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0,0,0
1574,62582.5,1.1417,22.9988,102.5371,25.3162,29.0295,2.5032,19.9,17.44,13,25.57,10.78,8.43,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.54511,1.17E-06,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06E-05,0,0,0
1575,62582.5,1.1361,22.7283,102.5367,25.3231,29.0284,2.5039,19.94,17.47,13,25.57,10.78,7.62,102.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.63047,1.21E-06,2.13E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.13E-05,0,0,0
1576,62582.5,1.1445,22.5002,102.5334,25.3172,29.0194,2.5037,20.01,17.58,13,25.57,10.78,7.64,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.75271,1.23E-06,2.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18E-05,0,0,0
1577,62582.5,1.1518,22.314,102.5319,25.3131,29.0237,2.5021,20,17.64,14,25.57,10.78,7.64,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.87595,1.27E-06,2.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27E-05,0,0
1578,62582.5,1.1444,22.0581,102.5342,25.3128,29.0217,2.5018,20.06,18.22,14,25.57,10.78,7.66,102.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.02806,1.30E-06,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-05,0,0
1579,62582.5,1.1464,21.8425,102.534,25.3188,29.0298,2.5024,20.01,18.35,14,25.57,10.78,7.68,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.17519,1.32E-06,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40E-05,0,0
1580,62582.5,1.1428,21.5993,102.532,25.3163,29.038,2.5029,20.02,18.44,14,25.57,10.78,7.73,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3235,1.34E-06,2.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45E-05,0,0
1581,62582.5,1.1454,21.3671,102.5295,25.3148,29.0456,2.5025,20.04,18.53,14,25.57,10.78,8.22,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.44861,1.36E-06,2.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-05,0,0
1582,62582.5,1.1531,21.2198,102.5312,25.3157,29.0411,2.5027,20.02,18.52,14,25.57,10.78,7.62,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53098,1.38E-06,2.56E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56E-05,0,0
1583,62582.5,1.1597,20.98,102.5351,25.3186,29.0328,2.5015,19.99,18.5,14,25.57,10.78,7.62,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.58387,1.39E-06,2.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59E-05,0,0
1584,62582.5,1.1586,20.7492,102.535,25.3096,29.0351,2.5037,20.14,18.69,14,25.57,10.78,7.62,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.59912,1.39E-06,2.58E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58E-05,0,0
1585,62582.5,1.1632,20.5864,102.5313,25.3104,29.0388,2.5035,19.98,18.49,14,25.57,10.78,7.68,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.57006,1.35E-06,2.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-05,0,0
1586,62582.5,1.1441,20.373,102.533,25.3177,29.0409,2.5033,19.98,18.5,14,25.57,10.78,7.64,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56328,1.31E-06,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-05,0,0
1587,62582.5,1.1412,20.2154,102.5304,25.3143,29.0383,2.5036,19.98,18.57,14,25.57,10.78,8.42,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54645,1.32E-06,2.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44E-05,0,0
1588,62582.5,1.1452,20.004,102.5311,25.3211,29.0332,2.5029,19.99,18.54,14,25.57,10.78,7.68,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54494,1.34E-06,2.48E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-05,0,0
1589,62582.5,1.1529,19.8331,102.5282,25.3242,29.0374,2.5034,20.05,18.6,14,25.57,10.78,7.62,102.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.55397,1.33E-06,2.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47E-05,0,0
1590,62582.5,1.1569,19.6674,102.5313,25.3187,29.0389,2.5027,19.97,18.52,14,25.57,10.78,7.62,102.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56395,1.31E-06,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-05,0,0
1591,62582.5,1.1567,19.4819,102.5287,25.3216,29.0337,2.5033,20.01,18.53,14,25.57,10.78,8.22,102.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56044,1.31E-06,2.43E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.43E-05,0,0
1592,62582.5,1.1509,19.3455,102.5275,25.325,29.0347,2.5031,20.03,18.53,14,25.57,10.78,8.4,102.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.56888,1.30E-06,2.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42E-05,0,0
1593,62582.5,1.1427,19.1531,102.5281,25.3187,29.0423,2.5035,20.04,18.55,14,25.57,10.78,7.64,102.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.549,1.30E-06,2.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0
1594,62582.5,1.1582,19.0014,102.5289,25.3108,29.0447,2.5031,20.08,18.68,14,25.57,10.78,7.62,102.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54574,1.30E-06,2.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41E-05,0,0
1595,62582.5,1.1773,18.8495,102.529,25.3181,29.0428,2.5048,19.99,18.58,14,25.57,10.78,7.73,102.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53374,1.29E-06,2.40E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.40E-05,0,0
1596,62582.5,1.1856,18.6806,102.5315,25.314,29.0463,2.5026,20.02,18.52,14,25.57,10.78,7.76,102.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52169,1.28E-06,2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-05,0,0
1597,62582.5,1.183,18.5557,102.5327,25.3118,29.0437,2.5032,19.9,18.43,14,25.57,10.78,7.64,102.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.53205,1.27E-06,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36E-05,0,0
1598,62582.5,1.1976,18.3826,102.5318,25.3131,29.047,2.5031,19.94,18.44,14,25.57,10.78,7.76,102.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52845,1.27E-06,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36E-05,0,0
1599,62582.5,1.2108,18.2412,102.536,25.3091,29.0515,2.5043,20.01,18.5,14,25.57,10.78,7.64,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52428,1.27E-06,2.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36E-05,0,0
1600,62582.5,1.2181,18.1069,102.5365,25.3079,29.0519,2.5034,20.08,18.63,14,25.57,10.78,8.05,102.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.51136,1.29E-06,2.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39E-05,0,0
1601,62582.5,1.2202,17.9582,102.5375,25.3132,29.0511,2.5041,19.95,18.45,14,25.57,10.78,7.78,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.50155,1.28E-06,2.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37E-05,0,0
1602,62582.5,1.2166,17.8238,102.5336,25.3198,29.0566,2.5036,20.02,18.59,14,25.57,10.78,8.42,102.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52331,1.27E-06,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-05,0,0
1603,62582.5,1.226,17.675,102.5315,25.3236,29.0497,2.5035,19.98,18.61,14,25.57,10.78,8.12,102.698,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,18.54396,1.28E-06,2.38E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38E-05,0,0
1604,62582.5,1.223,17.5467,102.5306,25.3204,29.0436,2.503,19.94,18.47,14,25.57,10.78,7.64,102.698,0,0,0,0,0,0,0,0,0,0,0,0.84,0,0,0,0,18.55259,1.27E-06,2.35E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.35E-05,0,0
1605,62582.5,1.2269,17.439,102.5286,25.317,29.0406,2.5035,19.97,18.51,14,25.57,10.78,7.64,102.699,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0,18.55029,1.26E-06,2.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.33E-05,0,0
1606,62582.5,1.2269,17.2914,102.5311,25.3146,29.043,2.5023,20.01,18.5,14,25.57,10.78,8.17,102.699,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,18.54786,1.23E-06,2.29E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29E-05,0,0
1607,62582.5,1.2279,17.1651,102.5322,25.312,29.0484,2.5012,20.08,18.59,14,25.57,10.78,8.06,102.699,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,18.53418,1.21E-06,2.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25E-05,0,0
